STATEFP,PUMA5CE,PUMA NAME
36,3312,Suffolk County (Southwest)--Babylon Town (Southeast)
36,3313,Suffolk County (West Central)--Babylon Town (Northwest)
36,3701,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge"
36,3702,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn"
36,3703,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville"
36,3704,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia"
36,3705,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont"
36,3706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood"
36,3707,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope"
36,3708,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden"
36,3709,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester"
36,3710,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose"
36,3801,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill"
36,3802,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem"
36,3803,NYC-Manhattan Community District 10--Central Harlem
36,3804,NYC-Manhattan Community District 11--East Harlem
36,3805,NYC-Manhattan Community District 8--Upper East Side
36,3806,NYC-Manhattan Community District 7--Upper West Side & West Side
36,3807,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District"
36,3808,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town"
36,3809,NYC-Manhattan Community District 3--Chinatown & Lower East Side
36,3810,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho"
36,3901,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale"
36,3902,NYC-Staten Island Community District 2--New Springville & South Beach
36,3903,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor"
36,4001,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg
36,4002,NYC-Brooklyn Community District 4--Bushwick
36,4003,NYC-Brooklyn Community District 3--Bedford-Stuyvesant
36,4004,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene
36,4005,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook"
36,4006,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights
36,4007,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill
36,4008,NYC-Brooklyn Community District 5--East New York & Starrett City
36,4009,NYC-Brooklyn Community District 18--Canarsie & Flatlands
36,4010,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby"
36,4011,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate"
36,4012,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace
36,4013,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights
36,4014,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway"
36,4015,NYC-Brooklyn Community District 14--Flatbush & Midwood
36,4016,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest"
36,4017,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach
36,4018,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island
36,4101,NYC-Queens Community District 1--Astoria & Long Island City
36,4102,NYC-Queens Community District 3--Jackson Heights & North Corona
36,4103,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone"
36,4104,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck"
36,4105,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale"
36,4106,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest"
36,4107,NYC-Queens Community District 4--Elmhurst & South Corona
36,4108,NYC-Queens Community District 6--Forest Hills & Rego Park
36,4109,NYC-Queens Community District 2--Sunnyside & Woodside
36,4110,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village"
36,4111,NYC-Queens Community District 9--Richmond Hill & Woodhaven
36,4112,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans"
36,4113,NYC-Queens Community District 10--Howard Beach & Ozone Park
36,4114,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel"
37,100,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties"
37,200,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties"
37,300,Rockingham & Stokes Counties
37,400,"Granville, Person & Caswell Counties"
37,500,"Franklin, Vance & Warren (West) Counties"
37,600,"Halifax, Hertford, Northampton & Warren (East) Counties"
37,700,Northeast Albemarle Sound Region
37,800,South & West Albemarle Sound & Northern Outer Banks Regions
37,900,Nash & Edgecombe Counties--Rocky Mount City
37,1000,Wilson & Greene Counties--Wilson City
37,1100,Johnston County
37,1201,Raleigh City (South & Central)
37,1202,Raleigh City (North)
37,1203,"Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns"
37,1204,"Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns"
37,1205,Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns
37,1206,Wake County (Northwest)--Raleigh City (Northwest) & Morrisville Town
37,1207,Wake County (West Central)--Cary Town
37,1208,Wake County (Southwest)--Apex & Holly Springs Towns
37,1301,Durham County (South)--Durham City (South)
37,1302,Durham County (North)--Durham City (North)
37,1400,Orange County--Chapel Hill Town
37,1500,Chatham & Lee Counties
37,1600,Alamance County--Burlington City
37,1701,Greensboro City (North)
37,1702,Greensboro City (South)
37,1703,Guilford County (North)--Summerfield Town
37,1704,Guilford County (South)--High Point City
37,1801,Winston-Salem City (North)
37,1802,Winston-Salem City (South)
37,1803,Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village
37,1900,"Davie, Yadkin & Iredell (North) Counties"
37,2000,Caldwell & Alexander Counties
37,2100,Burke & McDowell Counties
37,2201,Buncombe County (Southeast)--Asheville City
37,2202,Buncombe County (Northwest)
37,2300,"Haywood, Madison, Swain, Graham & Jackson (North) Counties"
37,2400,"Jackson (South), Macon, Cherokee & Clay Counties"
37,2500,Henderson & Transylvania Counties
37,2600,"Rutherford, Cleveland (West) & Polk Counties--Shelby City"
37,2700,Lincoln & Cleveland (East) Counties
37,2800,Catawba County--Hickory City
37,2900,Iredell (South)--Mooresville Town & Statesville City
37,3001,Gaston County (Northwest)--Mount Holly City
37,3002,Gaston County (Southeast)--Gastonia & Belmont Cities
37,3101,Charlotte City (Central)
37,3102,Charlotte City (Northwest)
37,3103,Charlotte City (Northeast)
37,3104,Charlotte City (South)
37,3105,Charlotte City (Southwest)
37,3106,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns"
37,3107,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns
37,3108,Mecklenburg County (South)--Matthews Town (South)
37,3200,"Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town"
37,3300,Stanley & Cabarrus (East) Counties
37,3400,Rowan County
37,3500,Davidson County
37,3600,Randolph County
37,3700,Moore & Montgomery Counties
37,3800,Harnett County
37,3900,Sampson & Duplin Counties
37,4000,Wayne County
37,4100,"Lenoir, Onslow (North) & Jones Counties"
37,4200,Pitt County--Greenville City
37,4300,Craven County
37,4400,"Carteret, Beaufort & Pamlico Counties"
37,4500,Onslow County (South)--Jacksonville City
37,4600,Pender & New Hanover (North) Counties
37,4700,New Hanover County (South)--Wilmington City
37,4800,Brunswick County
37,4900,"Columbus, Bladen & Robeson (East) Counties"
37,5001,Cumberland County (Central)--Fayetteville City (Central & East)
37,5002,Cumberland County (East)--Hope Mills & Spring Lake Towns
37,5003,Cumberland County (West)--Fayetteville City (West)
37,5100,Robeson County (West)--Lumberton City
37,5200,"Hoke, Richmond & Scotland Counties"
37,5300,Union (East) & Anson Counties--Monroe City
37,5400,Union County (West)--Indian Trail & Stallings Towns
38,100,West North Dakota--Minot City
38,200,East Central North Dakota--Jamestown City
38,300,South Central North Dakota--Bismarck City
38,400,Northeast North Dakota--Grand Forks City
38,500,Cass County--Fargo City
39,100,"Defiance, Williams, Henry & Paulding Counties"
39,200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City"
39,300,"Lucas (West) & Wood (North Central) Counties--Perrysburg, Sylvania & Maumee Cities"
39,400,Toledo City (West)
39,500,Toledo City (East)
39,600,"Ottawa, Wood (Northeast) & Lucas (East) Counties--Oregon City"
39,700,Erie & Sandusky Counties
39,801,Lorain County (North)--Elyria & Lorain Cities
39,802,"Lorain County (South)--Avon, Avon Lake & North Ridgeville Cities"
39,901,"Cuyahoga County--Olmsted Township, Bay Village, North Olmsted & Westlake Cities"
39,902,"Cuyahoga County (West)--Berea, Brook Park, Lakewood & Rocky River Cities"
39,903,"Cuyahoga County (South)--Broadview Heights, North Royalton & Strongsville Cities"
39,904,"Cuyahoga County (South Central)--Brooklyn, Parma, Parma Heights & Seven Hills Cities"
39,905,Cleveland City (West)
39,906,Cleveland City (Central)
39,907,"Cuyahoga County (Southeast)--Bedford, Garfield Heights & Maple Heights Cities"
39,908,Cleveland City (East) & Bratenahl Village
39,909,"Cuyahoga County (Northeast)--Euclid, Cleveland Heights & South Euclid Cities"
39,910,"Cuyahoga County (East)--Lyndhurst, Mayfield Heights, Shaker Heights & Solon Cities"
39,1000,"Lake County (West)--Eastlake, Wickliffe, Willoughby & Willowick Cities"
39,1100,"Lake County (East)--Mentor, Painesville Cities & Madison Village"
39,1200,Geauga & Lake (South) Counties
39,1300,Ashtabula County
39,1400,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties
39,1500,"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown"
39,1600,Trumbull County (South Central)--Warren & Niles Cities
39,1700,Portage County
39,1801,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities"
39,1802,"Summit County (East Central)--Cuyahoga Falls (Southeast), Stow & Tallmadge Cities"
39,1803,Summit County (Central)--Akron City (East)
39,1804,Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities
39,1805,"Summit County (South)--Barberton, Green & New Franklin Cities"
39,1900,Medina County
39,2000,Wayne County
39,2100,Huron & Ashland Counties
39,2200,Richland County
39,2300,"Seneca, Crawford & Wyandot Counties"
39,2400,Hancock & Putnam Counties
39,2500,Allen County
39,2600,"Auglaize, Mercer & Van Wert Counties"
39,2700,"Logan, Champaign & Hardin Counties"
39,2800,"Marion, Knox & Morrow Counties"
39,2900,"Holmes, Guernsey & Coshocton Counties"
39,3000,Tuscarawas & Harrison Counties
39,3100,Stark County (West)--Massillon City
39,3200,Stark County (Central)--Canton & North Canton Cities
39,3300,Stark County (East) & Carroll County--Alliance City
39,3400,Columbiana County
39,3500,Belmont & Jefferson Counties
39,3600,"Washington, Morgan, Noble & Monroe Counties"
39,3700,Muskingum & Perry Counties
39,3800,Licking County
39,3900,Fairfield County
39,4000,Delaware County
39,4101,"Columbus (Far Northeast), Gahanna & New Albany Cities"
39,4102,"Columbus (North), Westerville & Worthington Cities"
39,4103,"Columbus (Far Northwest), Dublin & Hilliard (North) Cities"
39,4104,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities"
39,4105,Columbus City (Central)
39,4106,Columbus City (Northeast)
39,4107,"Columbus (East), Whitehall & Bexley Cities"
39,4108,Columbus (Southeast) & Reynoldsburg Cities
39,4109,"Franklin County (South)--Columbus (South), Grove Cities & Groveport Village"
39,4110,Columbus City (West)
39,4111,Columbus (Far West) & Hilliard (South) Cities
39,4200,"Pickaway, Union & Madison Counties"
39,4300,Clark County
39,4400,Miami County
39,4500,"Darke, Shelby & Preble Counties"
39,4601,Montgomery County (West)--Miamisburg & West Carrollton Cities
39,4602,"Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities"
39,4603,Montgomery County (East Central)--Dayton & Riverside Cities
39,4604,Montgomery County (Southeast)--Kettering & Centerville Cities
39,4700,Greene County
39,4800,Ross & Fayette Counties
39,4900,"Jackson, Hocking, Pike & Vinton Counties"
39,5000,"Athens, Gallia & Meigs Counties"
39,5100,Scioto & Lawrence Counties
39,5200,"Highland, Clinton & Adams Counties"
39,5301,Warren County (East)--Lebanon & Springboro (East) Cities
39,5302,"Warren County (West)--Mason, Franklin & Springboro (West) Cities"
39,5401,Butler County (Southeast)--Monroe City & Beckett Ridge
39,5402,Butler County (South Central)--Hamilton & Fairfield Cities
39,5403,"Butler County (North & West)--Middletown, Oxford & Trenton Cities"
39,5501,Hamilton County (West)--Mack & Dent
39,5502,"Hamilton County (Central)--Forest Park City, White Oak, Bridgetown & Finneytown"
39,5503,Cincinnati City (West)
39,5504,Cincinnati City (Central)
39,5505,Cincinnati (East) & Norwood Cities
39,5506,"Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities"
39,5507,"Hamilton County (East)--Loveland, Montgomery Cities & Forestville"
39,5600,Clermont County (West)
39,5700,Clermont (East) & Brown Counties
40,100,Northeast Oklahoma
40,200,"Cherokee, Sequoyah & Adair Counties"
40,300,Southeast Oklahoma
40,400,Southwest Oklahoma
40,500,Panhandle & Northwest Oklahoma
40,601,Comanche County (Central)--Lawton City
40,602,"Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties"
40,701,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties"
40,702,"Bryan, Pontotoc (East), Marshall, Atoka, Johnston & Coal Counties--Ada City"
40,800,Canadian County--Oklahoma City (West)
40,900,"Cleveland County--Norman, Oklahoma City (South) & Moore Cities"
40,1001,Oklahoma County (Southwest)--Oklahoma City (West Central)
40,1002,Oklahoma County (Northwest)--Oklahoma City (Northwest Central) & Bethany Cities
40,1003,Oklahoma County (Northeast)--Edmond & Oklahoma City (North Central) Cities
40,1004,"Oklahoma County (East)--Midwest, Del & Oklahoma City (Northeast) Cities"
40,1005,Oklahoma County (Southeast)--Oklahoma City (East Central)
40,1006,Oklahoma County (Central)--Oklahoma City (Central)
40,1101,"Grady, McClain & Pottawatomie (South) Counties"
40,1102,"Pottawatomie (North), Logan & Lincoln Counties--Shawnee City"
40,1201,Tulsa County (Central)--Tulsa City (Central)
40,1202,Tulsa County (Southeast)--Tulsa (Southeast) & Broken Arrow (West) Cities
40,1203,Tulsa County (North)--Tulsa (North) & Owasso Cities
40,1204,"Tulsa (West), Creek (Northeast) & Osage (Southeast) Counties--Tulsa City (West)"
40,1301,Rogers (Central) & Wagoner (West) Counties--Claremore City
40,1302,"Muskogee, Okmulgee, Wagoner (East) & McIntosh Counties"
40,1400,"Garfield, Kay & Noble Counties--Enid City"
40,1501,"Payne, Seminole, Creek (Southwest), Hughes & Okfuskee Counties--Stillwater City"
40,1601,"Washington, Osage (North & West), Pawnee & Creek (Northwest) Counties"
41,100,"Umatilla, Union, Baker & Wallowa Counties"
41,200,North Central Oregon--The Dalles City
41,300,"Klamath, Malheur, Lake & Harney Counties"
41,400,Deschutes County
41,500,"Columbia, Lincoln, Clatsop & Tillamook Counties"
41,600,Linn & Benton Counties
41,703,Lane County (West Central)--Eugene City (West & South)
41,704,Lane County (East Central)--Eugene (Northeast) & Springfield Cities
41,705,Lane County (Outside Eugene & Springfield Cities)
41,800,"Josephine, Coos & Curry Counties"
41,901,Jackson County (Central)--Medford & Central Point Cities
41,902,Jackson County (Outside Medford & Central Point Cities)--Ashland City
41,1000,Douglas County
41,1103,"Marion County (West Central)--Salem (North), Keizer Cities & Hayesville"
41,1104,Marion County (West Central)--Salem City (South) & Four Corners
41,1105,Marion County (Outside Salem & Keizer Cities)--Woodburn & Silverton Cities
41,1200,Yamhill & Polk Counties
41,1301,Portland City (North & Northeast)
41,1302,Portland City (East)
41,1303,Portland City (Southeast)
41,1305,Portland City (Central East)
41,1314,Portland City (Northwest & Southwest)
41,1316,Multnomah County (East)--Gresham & Troutdale Cities
41,1317,Clackamas County (South & East)--Damascus City
41,1318,"Clackamas County (Northwest)--Oregon City, Milwaukie & Happy Valley Cities"
41,1319,"Clackamas County (Northwest)--Lake Oswego, West Linn, Wilsonville & Canby Cities"
41,1320,"Washington County (Southeast)--Tigard, Tualatin & Sherwood Cities"
41,1321,"Washington County (West)--Forest Grove, Cornelius Cities, Bethany & Oak Hills"
41,1322,Washington County (Central)--Hillsboro City
41,1323,Washington County (Central)--Beaverton City (West) & Aloha
41,1324,Washington County (Northeast)--Beaverton City (East & Central) & Cedar Mill
42,101,"Erie City, Lawrence Park Township & Wesleyville Borough"
42,102,Erie County (Outer)
42,200,Crawford & Warren Counties
42,300,"Clearfield, McKean, Elk, Potter & Cameron Counties"
42,400,"Bradford, Tioga & Sullivan Counties"
42,500,"Pike, Wayne & Susquehanna Counties"
42,600,Monroe County
42,701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs"
42,702,Lackawanna (Outside Greater Scranton City) & Wyoming Counties
42,801,Luzerne County (East)--Kingston Borough
42,802,Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities
42,803,Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough
42,900,Lycoming & Clinton Counties
42,1000,Northumberland & Montour Counties
42,1100,"Mifflin, Union, Snyder & Juniata Counties"
42,1200,Centre County
42,1300,"Venango, Jefferson, Clarion & Forest Counties"
42,1400,Mercer County
42,1501,Lawrence & Beaver (North) Counties--New Castle City
42,1502,Beaver County (South)
42,1600,Butler County
42,1701,Pittsburgh City (North)
42,1702,Pittsburgh City (South)
42,1801,Allegheny County (West)
42,1802,Allegheny County (North)--Franklin Park Borough & Allison Park
42,1803,Allegheny County (North Central)
42,1804,"Allegheny County (East)--Monroeville Municipality, Plum & Wilkinsburg Boroughs"
42,1805,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough"
42,1806,Allegheny County (South Central)--Baldwin & Whitehall Boroughs
42,1807,Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough
42,1900,Indiana & Armstrong Counties
42,2001,Westmoreland County (Northwest)--Murrysville Municipality & New Kensington City
42,2002,Westmoreland County (Southwest)--Greensburg City
42,2003,Westmoreland County (East)
42,2100,Cambria County
42,2200,Blair & Huntingdon Counties--Altoona City
42,2301,Cumberland (West) & Perry Counties--Carlisle Borough
42,2302,Cumberland County (East)
42,2401,Dauphin County (Central)--Harrisburg City & Colonial Park
42,2402,Dauphin County (Outer)--Hershey
42,2500,Lebanon County
42,2600,Schuylkill County
42,2701,Berks County (Northwest)--Wyomissing Borough
42,2702,Berks County (Southwest)--Reading City
42,2703,Berks County (East)
42,2801,Carbon & Lehigh (North) Counties
42,2802,Lehigh County (South--Outside Allentown & Bethlehem Cities)--Emmaus Borough
42,2803,Allentown City
42,2901,Northampton (South) & Lehigh (East) Counties--Bethlehem (East) & Easton Cities
42,2902,Northampton County (North)
42,3001,Bucks County (North)
42,3002,Bucks County (Central)
42,3003,Bucks County (Southeast)--Levittown
42,3004,Bucks County (Southwest)
42,3101,Montgomery County (Northwest)--Pottstown Borough
42,3102,Montgomery County (Northeast)--Lansdale Borough
42,3103,Montgomery County (Southwest)--King of Prussia & Ardmore (East)
42,3104,Montgomery County (Central)--Norristown Borough
42,3105,"Montgomery County (Southeast)--Willow Grove, Horsham & Montgomeryville"
42,3106,Montgomery County (South Central)
42,3201,Philadelphia City (Far Northeast)
42,3202,Philadelphia City (Near Northeast-West)
42,3203,Philadelphia City (Near Northeast-East)
42,3204,Philadelphia City (North)
42,3205,Philadelphia City (East)
42,3206,Philadelphia City (Northwest)
42,3207,Philadelphia City (Central)
42,3208,Philadelphia City (West)
42,3209,Philadelphia City (Center City)
42,3210,Philadelphia City (Southwest)
42,3211,Philadelphia City (Southeast)
42,3301,Delaware County (North)--Broomall & Ardmore (West)
42,3302,"Delaware County (East)--Yeadon, Darby, Lansdowne Boroughs & Drexel Hill"
42,3303,Delaware County (Southeast)--Chester City
42,3304,Delaware County (West)
42,3401,Chester County (North)--Phoenixville Borough
42,3402,Chester County (East Central)--West Chester Borough
42,3403,Chester County (West Central)--Coatesville City
42,3404,Chester County (South)
42,3501,"Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships"
42,3502,Lancaster County (Northwest)--Elizabethtown Borough
42,3503,Lancaster County (East)--Ephrata Borough
42,3504,Lancaster County (Southwest)--Columbia Borough
42,3601,York County (Central)--York City & Shiloh
42,3602,York County (North)--Weigelstown
42,3603,York County (South)
42,3701,Adams & Franklin (Southeast) Counties
42,3702,Franklin County (Outside Washington Township & Waynesboro Borough)
42,3800,"Somerset, Bedford & Fulton Counties"
42,3900,Fayette County
42,4001,Washington County (North)--Washington City
42,4002,Washington (South) & Greene Counties
44,101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City
44,102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities
44,103,Providence City
44,104,Providence County (Southeast)--Cranston & East Providence Cities
44,201,Central Rhode Island--Kent County--Warwick City
44,300,Southeast Rhode Island--Newport & Bristol Counties--Newport City
44,400,South Rhode Island--Washington County
45,101,Pickens & Oconee Counties--Easley & Clemson Cities
45,102,Greenville County (North)--Greer City (North & West) & Taylors (Central & East)
45,103,Greenville County (North Central & Outside Greenville City)--Wade Hampton & Berea
45,104,Greenville County (Central)--Greenville & Mauldin Cities
45,105,"Greenville (South) & Laurens Counties--Simpsonville, Laurens & Clinton Cities"
45,200,Anderson County--Anderson City
45,301,Spartanburg County (Central)--Spartanburg City
45,302,Spartanburg County (Outside Spartanburg City)--Greer City (East)
45,400,"Cherokee, Newberry, Chester & Union Counties"
